Ledgerstyle,county,geotype,Character2008,POP2010,WHITEONLY2010,BlackONLY2010,ASIANONLY2010,HISPANIC2010,_2010PopSqMile,POP2000,StateLegDISTRICT2011,2010FIPS,2000FIPS,EMPTY,Statemuniname,1968statecode,TreasuryTaxationcode03,Federalcode03,2003LegislativeDistrict,AlternateCountyCodestate,COUNTY00,muniname06,njmuncode,DOEco_code,DOEdist_code,DOEco_name,DOEdis_name,DOEdfg,MUNICIPALITY,AREA_IN_SQUARE_Miles00WRONG,DENSITY_PER_Square_MileWRONG,Character10,SUMLEV10,GEOCOMP10,CHARITER10,CIFSN10,LOGRECNO10,REGION10,DIVISION10,STATE10,COUNTY10,COUNTYCC10,COUNTYSC10,COUSUB10,COUSUBCC10,COUSUBSC10,CBSA10,CBSASC10,METDIV10,CSA10,CD10,SLDU10,SLDL10,SDELM10,SDSEC10,SDUNI10,AREALAND10,AREAWATR10,AREAname10,FUNCSTAT10,GCUNI10,POP10010,HU10010,INTPTLAT10,INTPTLON10,LSADC10,STATENS10,COUNTYNS10,COUSUBNS10,PLACENS,CSASC10,MEMI10,PUMA10,RESERVED10,2010FIPS,SUMLEV00,LOGRECNO00,STATECE00,STATEFIPS00,COUNTYFIPS00,COUNTYSC00,COUSUBFIPS00,COUSUBCC00,COUSUBSC00,PLACE00,PLACECC00,PLACEDC00,MSACMSA00,MASC00,CMSA00,MACCI00,PMSA00,CD106,AREALAND00,AREAWATR00,NAME00,FUNCSTAT00,GCUNI00,POP10000,HU10000,INTPTLAT00,INTPTLON00,LSADC00,2000FIPS,LANDSQMI2010,WATRSQMI2010,TOTSQMI2010,_2010PopSqMile,LANDSQMILE2000,WATRSQMILE2000,TOTSQMILE2000,_2000PopSqMile
Glen Ridge Borough School District                                                        ,Essex,Unified school district,,7527,,,,,,7271,,34                          05940,,,,,,,,,13,,,13,1750,Essex,Glen Ridge Boro,I,,,,,970,0,0,  ,203388,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,5940,3319538,12131,Glen Ridge Borough School District                                                        ,E,!,7527,2541,40.8047984,-74.204569,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          05940,,,,,,,,,,,,,,,,,,,,,Glen Ridge Boro,,,7271,2490,,,,,,,,,,,,
Glen Rock Borough School District                                                         ,Bergen,Unified school district,,11601,,,,,,11546,,34                          05970,,,,,,,,,3,,,3,1760,Bergen,Glen Rock Boro,J,,,,,970,0,0,  ,203389,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,5970,7028152,63232,Glen Rock Borough School District                                                         ,E,!,11601,4016,40.9594705,-74.125202,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          05970,,,,,,,,,,,,,,,,,,,,,Glen Rock Boro,,,11546,4024,,,,,,,,,,,,
Gloucester City School District                                                           ,Camden,Unified school district,,11456,,,,,,11484,,34                          06000,,,,,,,,,7,,,7,1770,Camden,Gloucester City,B,,,,,970,0,0,  ,203390,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,6000,6008927,1197330,Gloucester City School District                                                           ,E,!,11456,4712,39.8937186,-75.1171472,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          06000,,,,,,,,,,,,,,,,,,,,,Gloucester City,,,11484,4604,,,,,,,,,,,,
Green Brook Township School District                                                      ,Somerset,Unified school district,,7203,,,,,,5654,,34                          06120,,,,,,,,,35,,,35,1810,Somerset,Green Brook Twp,GH,,,,,970,0,0,  ,203391,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,6120,11583805,21005,Green Brook Township School District                                                      ,E,!,7203,2448,40.59945,-74.4821732,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          06120,,,,,,,,,,,,,,,,,,,,,Green Brook Twp,,,5654,1916,,,,,,,,,,,,
Hackensack City School District                                                           ,Bergen,Unified school district,,43010,,,,,,42677,,34                          06270,,,,,,,,,3,,,3,1860,Bergen,Hackensack City,CD,,,,,970,0,0,  ,203392,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,6270,10825562,430212,Hackensack City School District                                                           ,E,!,43010,19375,40.8878481,-74.0477449,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          06270,,,,,,,,,,,,,,,,,,,,,Hackensack City,,,42677,18945,,,,,,,,,,,,
Hackettstown Town School District                                                         ,Warren,Unified school district,,9724,,,,,,10403,,34                          06300,,,,,,,,,41,,,41,1870,Warren,Hackettstown,DE,,,,,970,0,0,  ,203393,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,6300,9341247,271820,Hackettstown Town School District                                                         ,E,!,9724,3755,40.8542714,-74.8283955,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          06300,,,,,,,,,,,,,,,,,,,,,Hackettstown,,,10403,4347,,,,,,,,,,,,
Haddon Heights Borough School District                                                    ,Camden,Unified school district,,7473,,,,,,7547,,34                          06330,,,,,,,,,7,,,7,1880,Camden,Haddon Heights Boro,GH,,,,,970,0,0,  ,203394,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,6330,4062715,13573,Haddon Heights Borough School District                                                    ,E,!,7473,3159,39.8791269,-75.0659184,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          06330,,,,,,,,,,,,,,,,,,,,,Haddon Heights Boro,,,7547,3136,,,,,,,,,,,,
Haddon Township School District                                                           ,Camden,Unified school district,,14707,,,,,,14651,,34                          06360,,,,,,,,,7,,,7,1890,Camden,Haddon Twp,FG,,,,,970,0,0,  ,203395,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,6360,6960299,270525,Haddon Township School District                                                           ,E,!,14707,6477,39.9063018,-75.066553,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          06360,,,,,,,,,,,,,,,,,,,,,Haddon Twp,,,14651,6423,,,,,,,,,,,,
Haddonfield Borough School District                                                       ,Camden,Unified school district,,11598,,,,,,11659,,34                          06390,,,,,,,,,7,,,7,1900,Camden,Haddonfield Boro,J,,,,,970,0,0,  ,203396,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,6390,7972338,127068,Haddonfield Borough School District                                                       ,E,!,11598,4637,39.8951779,-75.0354638,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          06390,,,,,,,,,,,,,,,,,,,,,Haddonfield Boro,,,11659,4620,,,,,,,,,,,,
Hamilton Township School District                                                         ,Mercer,Unified school district,,88464,,,,,,87109,,34                          06540,,,,,,,,,21,,,21,1950,Mercer,Hamilton Twp,FG,,,,,970,0,0,  ,203397,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,6540,102277004,2325474,Hamilton Township School District                                                         ,E,!,88464,36170,40.2094021,-74.6900047,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          06540,,,,,,,,,,,,,,,,,,,,,Hamilton Twp,,,87109,34535,,,,,,,,,,,,
Hammonton Town School District                                                            ,Atlantic,Unified school district,,14791,,,,,,12604,,34                          06570,,,,,,,,,1,,,1,1960,Atlantic,Hammonton Town,B,,,,,970,0,0,  ,203398,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,6570,105897174,1377196,Hammonton Town School District                                                            ,E,!,14791,5715,39.6426546,-74.7846323,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          06570,,,,,,,,,,,,,,,,,,,,,Hammonton Town,,,12604,4843,,,,,,,,,,,,
Harrison Town School District                                                             ,Hudson,Unified school district,,13620,,,,,,14424,,34                          06870,,,,,,,,,17,,,17,2060,Hudson,Harrison Town,B,,,,,970,0,0,  ,203399,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,6870,3116412,299297,Harrison Town School District                                                             ,E,!,13620,5228,40.7450087,-74.1550181,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          06870,,,,,,,,,,,,,,,,,,,,,Harrison Town,,,14424,5254,,,,,,,,,,,,
Hasbrouck Heights Borough School District                                                 ,Bergen,Unified school district,,11842,,,,,,11662,,34                          06930,,,,,,,,,3,,,3,2080,Bergen,Hasbrouck Heights Boro,FG,,,,,970,0,0,  ,203400,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,6930,3899441,10274,Hasbrouck Heights Borough School District                                                 ,E,!,11842,4627,40.8635115,-74.0744108,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          06930,,,,,,,,,,,,,,,,,,,,,Hasbrouck Heights Boro,,,11662,4617,,,,,,,,,,,,
Hawthorne Borough School District                                                         ,Passaic,Unified school district,,18791,,,,,,18218,,34                          06990,,,,,,,,,31,,,31,2100,Passaic,Hawthorne Boro,DE,,,,,970,0,0,  ,203401,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,6990,8636303,78862,Hawthorne Borough School District                                                         ,E,!,18791,7756,40.9572789,-74.1561251,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          06990,,,,,,,,,,,,,,,,,,,,,Hawthorne Boro,,,18218,7419,,,,,,,,,,,,
Hi-Nella Borough School District                                                          ,,Unified school district,,870,,,,,,1029,,34                          07080,,,,,,,,,,,,,,,,,,,,,970,0,0,  ,203402,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,7080,597161,0,Hi-Nella Borough School District                                                          ,E,!,870,420,39.8374283,-75.0201323,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          07080,,,,,,,,,,,,,,,,,,,,,3407080,,,1029,495,,,,,,,,,,,,
Highland Park Borough School District                                                     ,Middlesex,Unified school district,,13982,,,,,,13999,,34                          07170,,,,,,,,,23,,,23,2150,Middlesex,Highland Park Boro,GH,,,,,970,0,0,  ,203403,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,7170,4685924,26487,Highland Park Borough School District                                                     ,E,!,13982,6203,40.5005825,-74.42545,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          07170,,,,,,,,,,,,,,,,,,,,,Highland Park Boro,,,13999,6071,,,,,,,,,,,,
Hillsborough Township School District                                                     ,Somerset,Unified school district,,38721,,,,,,36634,,34                          07230,,,,,,,,,35,,,35,2170,Somerset,Hillsborough Twp,I,,,,,970,0,0,  ,203404,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,7230,143159329,1262418,Hillsborough Township School District                                                     ,E,!,38721,14197,40.5082407,-74.6536461,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          07230,,,,,,,,,,,,,,,,,,,,,Hillsborough Twp,,,36634,12854,,,,,,,,,,,,
Hillside Township School District                                                         ,Union,Unified school district,,21404,,,,,,21747,,34                          07290,,,,,,,,,39,,,39,2190,Union,Hillside Twp,CD,,,,,970,0,0,  ,203405,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,7290,7121781,27726,Hillside Township School District                                                         ,E,!,21404,7536,40.6958894,-74.2288001,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          07290,,,,,,,,,,,,,,,,,,,,,Hillside Twp,,,21747,7388,,,,,,,,,,,,
Hoboken City School District                                                              ,Hudson,Unified school district,,50005,,,,,,38577,,34                          07350,,,,,,,,,17,,,17,2210,Hudson,Hoboken City,FG,,,,,970,0,0,  ,203406,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,7350,3302874,1905368,Hoboken City School District                                                              ,E,!,50005,26855,40.7448674,-74.0329253,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          07350,,,,,,,,,,,,,,,,,,,,,Hoboken City,,,38577,19915,,,,,,,,,,,,
Holmdel Township School District                                                          ,Monmouth,Unified school district,,16773,,,,,,15781,,34                          07410,,,,,,,,,25,,,25,2230,Monmouth,Holmdel Twp,I,,,,,970,0,0,  ,203407,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,7410,46350010,565914,Holmdel Township School District                                                          ,E,!,16773,5792,40.3835701,-74.1699937,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          07410,,,,,,,,,,,,,,,,,,,,,Holmdel Twp,,,15781,5137,,,,,,,,,,,,
Hopatcong Borough School District                                                         ,Sussex,Unified school district,,15147,,,,,,15888,,34                          07440,,,,,,,,,37,,,37,2240,Sussex,Hopatcong,FG,,,,,970,0,0,  ,203408,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,7440,28112998,3609430,Hopatcong Borough School District                                                         ,E,!,15147,6296,40.9396049,-74.6610411,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          07440,,,,,,,,,,,,,,,,,,,,,Hopatcong,,,15888,6190,,,,,,,,,,,,
Hopewell Valley Regional School District                                                  ,Mercer,Unified school district,,21811,,,,,,20836,,34                          07530,,,,,,,,,21,,,21,2280,Mercer,Hopewell Valley Regional,I,,,,,970,0,0,  ,203409,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,7530,154596496,2284603,Hopewell Valley Regional School District                                                  ,E,!,21811,8451,40.3291305,-74.8027096,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          07530,,,,,,,,,,,,,,,,,,,,,Hopewell Valley Regional,,,20836,7505,,,,,,,,,,,,
Interlaken Borough School District                                                        ,,Unified school district,,820,,,,,,900,,34                          07650,,,,,,,,,,,,,,,,,,,,,970,0,0,  ,203410,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,7650,855587,137550,Interlaken Borough School District                                                        ,E,!,820,393,40.2354435,-74.0153313,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          07650,,,,,,,,,,,,,,,,,,,,,3407650,,,900,397,,,,,,,,,,,,
Irvington Township School District                                                        ,Essex,Unified school district,,53926,,,,,,60695,,34                          07680,,,,,,,,,13,,,13,2330,Essex,Irvington Township,A,,,,,970,0,0,  ,203411,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,7680,7583614,5417,Irvington Township School District                                                        ,E,!,53926,23196,40.7255485,-74.2318232,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          07680,,,,,,,,,,,,,,,,,,,,,Irvington Township,,,60695,24116,,,,,,,,,,,,
Jackson Township School District                                                          ,Ocean,Unified school district,,54856,,,,,,42816,,34                          07740,,,,,,,,,29,,,29,2360,Ocean,Jackson Twp,DE,,,,,970,0,0,  ,203412,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,7740,257041477,3574861,Jackson Township School District                                                          ,E,!,54856,20342,40.1075538,-74.3425997,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          07740,,,,,,,,,,,,,,,,,,,,,Jackson Twp,,,42816,14640,,,,,,,,,,,,
Jefferson Township School District                                                        ,Morris,Unified school district,,21314,,,,,,19717,,34                          07800,,,,,,,,,27,,,27,2380,Morris,Jefferson Twp,GH,,,,,970,0,0,  ,203413,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,7800,101352657,10298337,Jefferson Township School District                                                        ,E,!,21314,8597,40.9830211,-74.558847,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          07800,,,,,,,,,,,,,,,,,,,,,Jefferson Twp,,,19717,7527,,,,,,,,,,,,
Jersey City School District                                                               ,Hudson,Unified school district,,247597,,,,,,240055,,34                          07830,,,,,,,,,17,,,17,2390,Hudson,Jersey City,B,,,,,970,0,0,  ,203414,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,7830,38315542,16280557,Jersey City School District                                                               ,E,!,247597,108720,40.7220033,-74.065623,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          07830,,,,,,,,,,,,,,,,,,,,,Jersey City,,,240055,93648,,,,,,,,,,,,
Keansburg Borough School District                                                         ,Monmouth,Unified school district,,10105,,,,,,10732,,34                          07860,,,,,,,,,25,,,25,2400,Monmouth,Keansburg Boro,A,,,,,970,0,0,  ,203415,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,7860,2768818,40723339,Keansburg Borough School District                                                         ,E,!,10105,4318,40.44708,-74.1321175,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          07860,,,,,,,,,,,,,,,,,,,,,Keansburg Boro,,,10732,4269,,,,,,,,,,,,
Kearny Town School District                                                               ,Hudson,Unified school district,,40684,,,,,,40513,,34                          07890,,,,,,,,,17,,,17,2410,Hudson,Kearny Town,B,,,,,970,0,0,  ,203416,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,7890,22726429,3672659,Kearny Town School District                                                               ,E,!,40684,14180,40.763051,-74.137187,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          07890,,,,,,,,,,,,,,,,,,,,,Kearny Town,,,40513,13872,,,,,,,,,,,,
Kenilworth Borough School District                                                        ,Union,Unified school district,,7914,,,,,,7675,,34                          07920,,,,,,,,,39,,,39,2420,Union,Kenilworth Boro,DE,,,,,970,0,0,  ,203417,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,7920,5587721,10391,Kenilworth Borough School District                                                        ,E,!,7914,2924,40.6771131,-74.2920565,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          07920,,,,,,,,,,,,,,,,,,,,,Kenilworth Boro,,,7675,2926,,,,,,,,,,,,
Keyport Borough School District                                                           ,Monmouth,Unified school district,,7240,,,,,,7568,,34                          07950,,,,,,,,,25,,,25,2430,Monmouth,Keyport Boro,CD,,,,,970,0,0,  ,203418,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,7950,3614116,192742,Keyport Borough School District                                                           ,E,!,7240,3272,40.4319987,-74.2002928,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          07950,,,,,,,,,,,,,,,,,,,,,Keyport Boro,,,7568,3400,,,,,,,,,,,,
Kinnelon Borough School District                                                          ,Morris,Unified school district,,10248,,,,,,9365,,34                          08040,,,,,,,,,27,,,27,2460,Morris,Kinnelon Boro,I,,,,,970,0,0,  ,203419,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,8040,46586744,3105923,Kinnelon Borough School District                                                          ,E,!,10248,3600,40.9943307,-74.3776468,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          08040,,,,,,,,,,,,,,,,,,,,,Kinnelon Boro,,,9365,3123,,,,,,,,,,,,
Lacey Township School District                                                            ,Ocean,Unified school district,,27644,,,,,,25346,,34                          08100,,,,,,,,,29,,,29,2480,Ocean,Lacey Twp,DE,,,,,970,0,0,  ,203420,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,8100,215630916,39559661,Lacey Township School District                                                            ,E,!,27644,11573,39.8485484,-74.2195725,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          08100,,,,,,,,,,,,,,,,,,,,,Lacey Twp,,,25346,10580,,,,,,,,,,,,
Lakewood Township School District                                                         ,Ocean,Unified school district,,92843,,,,,,60352,,34                          08220,,,,,,,,,29,,,29,2520,Ocean,Lakewood Twp,N,,,,,970,0,0,  ,203421,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,8220,63653258,1050019,Lakewood Township School District                                                         ,E,!,92843,26337,40.0787515,-74.2080984,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          08220,,,,,,,,,,,,,,,,,,,,,Lakewood Twp,,,60352,21214,,,,,,,,,,,,
Lawrence Township School District                                                         ,Mercer,Unified school district,,33472,,,,,,29159,,34                          08400,,,,,,,,,21,,,21,2580,Mercer,Lawrence Twp,GH,,,,,970,0,0,  ,203422,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,8400,56483113,659737,Lawrence Township School District                                                         ,E,!,33472,13239,40.2782679,-74.7226213,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          08400,,,,,,,,,,,,,,,,,,,,,Lawrence Twp,,,29159,11180,,,,,,,,,,,,
Leonia Borough School District                                                            ,Bergen,Unified school district,,8937,,,,,,8914,,34                          08520,,,,,,,,,3,,,3,2620,Bergen,Leonia Boro,GH,,,,,970,0,0,  ,203423,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,8520,3977422,256514,Leonia Borough School District                                                            ,E,!,8937,3428,40.8633912,-73.9884711,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          08520,,,,,,,,,,,,,,,,,,,,,Leonia Boro,,,8914,3343,,,,,,,,,,,,
Linden City School District                                                               ,Union,Unified school district,,40499,,,,,,39394,,34                          08610,,,,,,,,,39,,,39,2660,Union,Linden City,B,,,,,970,0,0,  ,203424,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,8610,27648132,1896600,Linden City School District                                                               ,E,!,40499,15872,40.6338753,-74.2491767,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          08610,,,,,,,,,,,,,,,,,,,,,Linden City,,,39394,15567,,,,,,,,,,,,
Lindenwold Borough School District                                                        ,Camden,Unified school district,,17613,,,,,,17414,,34                          08640,,,,,,,,,7,,,7,2670,Camden,Lindenwold Boro,B,,,,,970,0,0,  ,203425,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,8640,10080988,159969,Lindenwold Borough School District                                                        ,E,!,17613,8251,39.8187919,-74.989965,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          08640,,,,,,,,,,,,,,,,,,,,,Lindenwold Boro,,,17414,8244,,,,,,,,,,,,
Longport Borough School District                                                          ,,Unified school district,,895,,,,,,1054,,34                          08671,,,,,,,,,,,,,,,,,,,,,970,0,0,  ,203426,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,8671,997578,3042745,Longport Borough School District                                                          ,E,!,895,1656,39.3152749,-74.5249126,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          08671,,,,,,,,,,,,,,,,,,,,,3408671,,,1054,1574,,,,,,,,,,,,
Livingston Township School District                                                       ,Essex,Unified school district,,29366,,,,,,27391,,34                          08820,,,,,,,,,13,,,13,2730,Essex,Livingston Twp,I,,,,,970,0,0,  ,203427,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,8820,35660244,811813,Livingston Township School District                                                       ,E,!,29366,10284,40.7890919,-74.3214503,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          08820,,,,,,,,,,,,,,,,,,,,,Livingston Twp,,,27391,9457,,,,,,,,,,,,
Lodi Borough School District                                                              ,Bergen,Unified school district,,24136,,,,,,23971,,34                          08850,,,,,,,,,3,,,3,2740,Bergen,Lodi Borough,B,,,,,970,0,0,  ,203428,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,8850,5865455,52812,Lodi Borough School District                                                              ,E,!,24136,10127,40.8776287,-74.0829047,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          08850,,,,,,,,,,,,,,,,,,,,,Lodi Borough,,,23971,9908,,,,,,,,,,,,
Long Branch City School District                                                          ,Monmouth,Unified school district,,30719,,,,,,31340,,34                          08940,,,,,,,,,25,,,25,2770,Monmouth,Long Branch City,B,,,,,970,0,0,  ,203429,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,8940,13660063,2613624,Long Branch City School District                                                          ,E,!,30719,14170,40.2989046,-73.9917457,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          08940,,,,,,,,,,,,,,,,,,,,,Long Branch City,,,31340,13983,,,,,,,,,,,,
Pennsville Township School District                                                       ,Salem,Unified school district,,13409,,,,,,13194,,34                          09120,,,,,,,,,33,,,33,4075,Salem,Pennsville,CD,,,,,970,0,0,  ,203430,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,9120,55107649,8574944,Pennsville Township School District                                                       ,E,!,13409,5914,39.6534983,-75.5127538,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          09120,,,,,,,,,,,,,,,,,,,,,Pennsville,,,13194,5623,,,,,,,,,,,,
Lyndhurst Township School District                                                        ,Bergen,Unified school district,,20554,,,,,,19383,,34                          09210,,,,,,,,,3,,,3,2860,Bergen,Lyndhurst Twp,DE,,,,,970,0,0,  ,203431,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,9210,11805644,870175,Lyndhurst Township School District                                                        ,E,!,20554,8787,40.8066941,-74.120813,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          09210,,,,,,,,,,,,,,,,,,,,,Lyndhurst Twp,,,19383,8103,,,,,,,,,,,,
Madison Borough School District                                                           ,Morris,Unified school district,,15845,,,,,,16530,,34                          09240,,,,,,,,,27,,,27,2870,Morris,Madison Boro,I,,,,,970,0,0,  ,203432,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,9240,10891444,34912,Madison Borough School District                                                           ,E,!,15845,5775,40.7599918,-74.4157665,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          09240,,,,,,,,,,,,,,,,,,,,,Madison Boro,,,16530,5641,,,,,,,,,,,,
Old Bridge Township School District                                                       ,Middlesex,Unified school district,,65375,,,,,,60456,,34                          09270,,,,,,,,,23,,,23,3845,Middlesex,Old Bridge Twp,FG,,,,,970,0,0,  ,203433,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,9270,98574824,7051943,Old Bridge Township School District                                                       ,E,!,65375,24638,40.4076009,-74.3080745,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          09270,,,,,,,,,,,,,,,,,,,,,Old Bridge Twp,,,60456,21896,,,,,,,,,,,,
Mahwah Township School District                                                           ,Bergen,Unified school district,,25890,,,,,,24062,,34                          09330,,,,,,,,,3,,,3,2900,Bergen,Mahwah Twp,I,,,,,970,0,0,  ,203434,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,9330,66545011,1290236,Mahwah Township School District                                                           ,E,!,25890,9868,41.0789259,-74.1598832,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          09330,,,,,,,,,,,,,,,,,,,,,Mahwah Twp,,,24062,9577,,,,,,,,,,,,
Manasquan Borough School District                                                         ,Monmouth,Unified school district,,5897,,,,,,6310,,34                          09420,,,,,,,,,25,,,25,2930,Monmouth,Manasquan Boro,GH,,,,,970,0,0,  ,203435,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,9420,3582756,2970126,Manasquan Borough School District                                                         ,E,!,5897,3500,40.1189514,-74.0449811,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          09420,,,,,,,,,,,,,,,,,,,,,Manasquan Boro,,,6310,3531,,,,,,,,,,,,
Manchester Township School District                                                       ,Ocean,Unified school district,,43070,,,,,,38928,,34                          09450,,,,,,,,,29,,,29,2940,Ocean,Manchester Twp,B,,,,,970,0,0,  ,203436,1,2,34,   ,  ,  ,     ,  ,  ,     ,  ,     ,   ,,   ,,,,9450,211395264,2782194,Manchester Township School District                                                       ,E,!,43070,25886,39.9668334,-74.3370906,0,1779795,        ,        ,        ,  , ,     ,                  ,34                          09450,,,,,,,,,,,,,,,,,,,,,Manchester Twp,,,38928,22681,,,,,,,,,,,,
