COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,SUBGROUP,2014 Adjusted Cohort Grad Rate,2013 Adjusted Cohort Grad Rate,2012 Adjusted Cohort Grad Rate,2011 Adjusted Cohort Grad Rate
39,UNION,4160,PLAINFIELD CITY,050,PLAINFIELD HIGH SCHOOL,S,90.69%,79.77%,73.88%,70.12%
39,UNION,4160,PLAINFIELD CITY,051,BARACK OBAMA ACADEMY FOR ACADEMIC & CIVIC DEVELOPMENT,S,-,57.14%,51.35%,30.91%
39,UNION,4160,PLAINFIELD CITY,052,PLAINFIELD ACADEMY FOR THE ARTS & ADVANCED STUDIES,S,91.67%,,,
39,UNION,4160,PLAINFIELD CITY,999,Districtwide Total,D,89.42%,77.32%,71.98%,65.62%
39,UNION,4290,RAHWAY CITY,050,RAHWAY HIGH SCHOOL,S,85.71%,85.25%,88.05%,85.37%
39,UNION,4290,RAHWAY CITY,999,Districtwide Total,D,85.71%,85.25%,88.05%,85.37%
39,UNION,4540,ROSELLE BORO,010,ABRAHAM CLARK HIGH SCHOOL,S,78.45%,74.50%,74.03%,80.00%
39,UNION,4540,ROSELLE BORO,999,Districtwide Total,D,78.45%,74.50%,74.03%,80.00%
39,UNION,4550,ROSELLE PARK BORO,050,ROSELLE PARK HIGH SCHOOL,S,96.03%,93.59%,93.68%,92.74%
39,UNION,4550,ROSELLE PARK BORO,999,Districtwide Total,D,96.03%,93.59%,93.68%,92.74%
39,UNION,4670,SCOTCH PLAINS-FANWOOD REG,050,SCOTCH PLAINS-FANWOOD HIGH SCHOOL,S,96.90%,98.11%,95.95%,96.61%
39,UNION,4670,SCOTCH PLAINS-FANWOOD REG,999,Districtwide Total,D,96.90%,98.11%,95.95%,96.61%
39,UNION,5000,SPRINGFIELD TWP,010,JONATHAN DAYTON HIGH SCHOOL,S,96.00%,91.84%,96.13%,97.08%
39,UNION,5000,SPRINGFIELD TWP,999,Districtwide Total,D,96.00%,91.84%,96.13%,97.08%
39,UNION,5090,SUMMIT CITY,050,SUMMIT SENIOR HIGH SCHOOL,S,95.50%,96.38%,94.51%,93.25%
39,UNION,5090,SUMMIT CITY,999,Districtwide Total,D,95.50%,96.38%,94.51%,93.25%
39,UNION,5260,UNION COUNTY VOCATIONAL,020,ACADEMY FOR ALLIED HEALTH SCIENCES,S,100.00%,100.00%,100.00%,
39,UNION,5260,UNION COUNTY VOCATIONAL,030,ACADEMY FOR INFORMATION TECHNOLOGY,S,100.00%,100.00%,100.00%,98.36%
39,UNION,5260,UNION COUNTY VOCATIONAL,035,ACADEMY FOR PERFORMING ARTS,S,100.00%,100.00%,100.00%,
39,UNION,5260,UNION COUNTY VOCATIONAL,040,UNION COUNTY MAGNET HIGH SCHOOL,S,100.00%,100.00%,100.00%,0.00%
39,UNION,5260,UNION COUNTY VOCATIONAL,050,UNION COUNTY TECH,S,96.92%,100.00%,100.00%,98.36%
39,UNION,5260,UNION COUNTY VOCATIONAL,999,Districtwide Total,D,99.34%,100.00%,100.00%,98.36%
39,UNION,5290,UNION TWP,050,UNION SENIOR HIGH,S,94.64%,91.90%,90.69%,84.28%
39,UNION,5290,UNION TWP,999,Districtwide Total,D,94.64%,91.90%,90.69%,84.28%
39,UNION,5730,WESTFIELD TOWN,050,WESTFIELD SENIOR HIGH SCHOOL,S,96.51%,95.26%,98.05%,97.20%
39,UNION,5730,WESTFIELD TOWN,999,Districtwide Total,D,96.51%,95.26%,98.05%,97.20%
41,WARREN,0280,BELVIDERE TOWN,020,BELVIDERE HIGH SCHOOL,S,93.69%,97.39%,93.75%,91.67%
41,WARREN,0280,BELVIDERE TOWN,999,Districtwide Total,D,93.69%,97.39%,93.75%,91.67%
41,WARREN,1870,HACKETTSTOWN,050,HACKETTSTOWN HIGH SCHOOL,S,94.04%,87.55%,90.99%,92.83%
41,WARREN,1870,HACKETTSTOWN,999,Districtwide Total,D,94.04%,87.55%,90.99%,92.83%
41,WARREN,3675,NORTH WARREN REGIONAL,050,NORTH WARREN REGIONAL SCHOOL DISTRICT,S,98.21%,95.68%,93.79%,90.13%
41,WARREN,3675,NORTH WARREN REGIONAL,999,Districtwide Total,D,98.21%,95.68%,93.79%,90.13%
41,WARREN,4100,PHILLIPSBURG TOWN,050,PHILLIPSBURG HIGH SCHOOL,S,86.46%,83.33%,87.78%,88.65%
41,WARREN,4100,PHILLIPSBURG TOWN,999,Districtwide Total,D,86.46%,83.33%,87.78%,88.65%
41,WARREN,5460,WARREN COUNTY VOCATIONAL,050,WARREN COUNTY VOCATIONAL TECHNICAL SCHOOL,S,98.91%,91.89%,93.14%,95.05%
41,WARREN,5460,WARREN COUNTY VOCATIONAL,999,Districtwide Total,D,98.91%,91.89%,93.14%,95.05%
41,WARREN,5465,WARREN HILLS REGIONAL,050,WARREN HILLS REGIONAL HIGH SCHOOL,S,91.25%,86.65%,90.59%,90.99%
41,WARREN,5465,WARREN HILLS REGIONAL,999,Districtwide Total,D,91.25%,86.65%,90.59%,90.99%
80,CHARTERS,6010,ACADEMY CHARTER HIGH SCHOOL,910,ACADEMY CHARTER HIGH SCHOOL,S,82.35%,82.00%,83.33%,95.45%
80,CHARTERS,6010,ACADEMY CHARTER HIGH SCHOOL,999,Districtwide Total,D,82.35%,82.00%,83.33%,95.45%
80,CHARTERS,6017,FOUNDATION ACADEMY CS,932,FOUNDATION ACADEMY CHARTER SCHOOL,S,-,,,
80,CHARTERS,6017,FOUNDATION ACADEMY CS,999,Districtwide Total,D,-,,,
80,CHARTERS,6018,CENTRAL JERSEY COLLEGE PREP CS,900,CENTRAL JERSEY COLLEGE PREP CHARTER SCHOOL,S,100.00%,100.00%,100.00%,94.44%
80,CHARTERS,6018,CENTRAL JERSEY COLLEGE PREP CS,999,Districtwide Total,D,100.00%,100.00%,100.00%,94.44%
80,CHARTERS,6032,ACADEMY FOR URBAN LEADERSHIP CS,901,ACADEMY FOR URBAN LEADERSHIP CHARTER SCHOOL,S,94.79%,,,
80,CHARTERS,6032,ACADEMY FOR URBAN LEADERSHIP CS,999,Districtwide Total,D,94.79%,,,
80,CHARTERS,6033,THE BARACK OBAMA GREEN CHARTER HIGH,902,THE BARACK OBAMA GREEN CHARTER HIGH,S,92.50%,11.63%,,
80,CHARTERS,6033,THE BARACK OBAMA GREEN CHARTER HIGH,999,Districtwide Total,D,92.50%,11.63%,,
80,CHARTERS,6038,VISIONS ACADEMY CS,923,VISIONS ACADEMY CHARTER HIGH SCHOOL,S,76.30%,,,
80,CHARTERS,6038,VISIONS ACADEMY CS,999,Districtwide Total,D,76.30%,,,
80,CHARTERS,6212,CAMDEN ACADEMY CHARTER HS,903,CAMDEN ACADEMY CHARTER HIGH SCHOOL,S,95.56%,94.74%,95.70%,
80,CHARTERS,6212,CAMDEN ACADEMY CHARTER HS,999,Districtwide Total,D,95.56%,94.74%,95.70%,
80,CHARTERS,6720,HOBOKEN CS,930,HOBOKEN CHARTER SCHOOL,S,-,88.24%,88.24%,87.50%
80,CHARTERS,6720,HOBOKEN CS,999,Districtwide Total,D,-,88.24%,88.24%,87.50%
80,CHARTERS,7109,LEAP ACADEMY UNIVERSITY CS,931,LEAP ACADEMY UNIVERSITY CHARTER SCHOOL,S,98.33%,93.22%,96.83%,100.00%
80,CHARTERS,7109,LEAP ACADEMY UNIVERSITY CS,999,Districtwide Total,D,98.33%,93.22%,96.83%,100.00%
80,CHARTERS,7320,NORTH STAR ACAD. CS OF NEWARK,960,NORTH STAR ACADEMY CHARTER SCHOOLS OF NEWARK,S,91.89%,94.64%,96.00%,86.84%
80,CHARTERS,7320,NORTH STAR ACAD. CS OF NEWARK,999,Districtwide Total,D,91.89%,94.64%,96.00%,86.84%
80,CHARTERS,7325,TEAM ACADEMY CHARTER SCHOOL,965,TEAM ACADEMY CHARTER SCHOOL,S,81.40%,78.87%,90.28%,94.83%
80,CHARTERS,7325,TEAM ACADEMY CHARTER SCHOOL,999,Districtwide Total,D,81.40%,78.87%,90.28%,94.83%
80,CHARTERS,7410,CHARTER~TECH HIGH SCHOOL,940,CHARTER~TECH HIGH SCHOOL FOR THE PERFORMING ARTS,S,83.08%,95.38%,79.03%,91.30%
80,CHARTERS,7410,CHARTER~TECH HIGH SCHOOL,999,Districtwide Total,D,83.08%,95.38%,79.03%,91.30%
80,CHARTERS,7503,PATERSON CS FOR SCI/TECH,970,PATERSON CHARTER SCHOOL FOR SCIENCE/TECHNOLOGY,S,91.36%,75.00%,85.37%,79.52%
80,CHARTERS,7503,PATERSON CS FOR SCI/TECH,999,Districtwide Total,D,91.36%,75.00%,85.37%,79.52%
80,CHARTERS,8010,UNION COUNTY TEAMS CS,980,UNION COUNTY TEAMS CHARTER SCHOOL,S,-,100.00%,,
80,CHARTERS,8010,UNION COUNTY TEAMS CS,999,Districtwide Total,D,-,100.00%,,
80,CHARTERS,8060,UNIVERSITY ACADEMY CS,990,UNIVERSITY ACADEMY CHARTER HIGH SCHOOL,S,91.67%,91.18%,87.88%,90.10%
80,CHARTERS,8060,UNIVERSITY ACADEMY CS,999,Districtwide Total,D,91.67%,91.18%,87.88%,90.10%
